0.75	0	0	0
0.75	0	0.15	0
0.75	0	0.3	0
0.75	0	0.45	0
0.75	0	0.6	0
0.75	0	0.75	0
0.75	0	0.9	0
0.75	0	1.05	0
0.75	0	1.2	0
0.75	0	1.35	0
0.75	0	1.5	0
0.75	0	1.65	0
0.75	0	1.8	0
0.75	0	1.95	0
0.75	0	2.1	0
0.75	0	2.25	0
0.75	0	2.4	0
0.75	0	2.55	0
0.75	0	2.7	0
0.75	0	2.85	0
0.75	0	3	0
0.75	0	3.15	0
0.75	0	3.3	0
0.75	0	3.45	0
0.75	0	3.6	0
0.75	0	3.75	0
0.75	0	3.9	0
0.75	0	4.05	0
0.75	0	4.2	0
0.75	0	4.35	0
0.75	0	4.5	0
0.75	0	4.65	0
0.75	0	4.8	0
0.75	0	4.95	0
0.75	0	5.1	0
0.75	0	5.25	0
0.75	0	5.4	0
0.75	0	5.55	0
0.75	0.15	0	0
0.75	0.15	0.15	0
0.75	0.15	0.3	0
0.75	0.15	0.45	0
0.75	0.15	0.6	0
0.75	0.15	0.75	0
0.75	0.15	0.9	0
0.75	0.15	1.05	0
0.75	0.15	1.2	0
0.75	0.15	1.35	0
0.75	0.15	1.5	0
0.75	0.15	1.65	0
0.75	0.15	1.8	0
0.75	0.15	1.95	0
0.75	0.15	2.1	0
0.75	0.15	2.25	0
0.75	0.15	2.4	0
0.75	0.15	2.55	0
0.75	0.15	2.7	0
0.75	0.15	2.85	0
0.75	0.15	3	0
0.75	0.15	3.15	0
0.75	0.15	3.3	0
0.75	0.15	3.45	0
0.75	0.15	3.6	0
0.75	0.15	3.75	0
0.75	0.15	3.9	0
0.75	0.15	4.05	0
0.75	0.15	4.2	0
0.75	0.15	4.35	0
0.75	0.15	4.5	0
0.75	0.15	4.65	0
0.75	0.15	4.8	0
0.75	0.15	4.95	0
0.75	0.15	5.1	0
0.75	0.15	5.25	0
0.75	0.15	5.4	0
0.75	0.15	5.55	0
0.75	0.3	0	0
0.75	0.3	0.15	0
0.75	0.3	0.3	0
0.75	0.3	0.45	0
0.75	0.3	0.6	1774.41
0.75	0.3	0.75	1790.37
0.75	0.3	0.9	1831.77
0.75	0.3	1.05	1834.32
0.75	0.3	1.2	1834.32
